Social Support,Happiness Score,Happiness Rank,Year,Country,Life Expectancy,Generosity,Economy GPD,Government Corruption,Freedom,Region
0.774,4.628,114,2019,Niger,0.366,0.188,0.138,0.102,0.318,Sub-Saharan Africa
1.056,4.587,115,2019,Burkina Faso,0.38,0.177,0.331,0.113,0.255,Sub-Saharan Africa
1.055,4.559,116,2019,Armenia,0.815,0.095,0.85,0.064,0.283,CIS
0.842,4.548,117,2019,Iran,0.785,0.27,1.1,0.125,0.305,Middle East and North Africa
0.829,4.534,118,2019,Guinea,0.375,0.207,0.38,0.086,0.332,Sub-Saharan Africa
0.666,4.519,119,2019,Georgia,0.752,0.043,0.886,0.164,0.346,CIS
0.939,4.516,120,2019,Gambia,0.428,0.269,0.308,0.167,0.382,Sub-Saharan Africa
0.983,4.509,121,2019,Kenya,0.581,0.372,0.512,0.053,0.431,Sub-Saharan Africa
1.167,4.49,122,2019,Mauritania,0.489,0.106,0.57,0.088,0.066,Sub-Saharan Africa
0.986,4.466,123,2019,Mozambique,0.39,0.197,0.204,0.138,0.494,Sub-Saharan Africa
1.0,4.461,124,2019,Tunisia,0.815,0.059,0.921,0.055,0.167,Middle East and North Africa
0.928,4.456,125,2019,Bangladesh,0.723,0.166,0.562,0.143,0.527,South Asia
0.98,4.437,126,2019,Iraq,0.574,0.148,1.043,0.089,0.241,Middle East and North Africa
1.125,4.418,127,2019,Congo (Kinshasa),0.357,0.212,0.094,0.053,0.269,Sub-Saharan Africa
1.105,4.39,128,2019,Mali,0.308,0.153,0.385,0.052,0.327,Sub-Saharan Africa
0.841,4.374,129,2019,Sierra Leone,0.242,0.252,0.268,0.045,0.309,Sub-Saharan Africa
1.265,4.366,130,2019,Sri Lanka,0.831,0.244,0.949,0.047,0.47,South Asia
1.181,4.36,131,2019,Myanmar,0.555,0.566,0.71,0.172,0.525,Southeast Asia
0.766,4.35,132,2019,Chad,0.192,0.198,0.35,0.078,0.174,Sub-Saharan Africa
1.39,4.332,133,2019,Ukraine,0.739,0.187,0.82,0.01,0.178,CIS
1.033,4.286,134,2019,Ethiopia,0.532,0.209,0.336,0.1,0.344,Sub-Saharan Africa
1.149,4.212,135,2019,Swaziland,0.0,0.074,0.811,0.135,0.313,Sub-Saharan Africa
1.069,4.189,136,2019,Uganda,0.443,0.252,0.332,0.06,0.356,Sub-Saharan Africa
1.039,4.166,137,2019,Egypt,0.644,0.076,0.913,0.067,0.241,Middle East and North Africa
1.058,4.107,138,2019,Zambia,0.426,0.247,0.578,0.087,0.431,Sub-Saharan Africa
0.572,4.085,139,2019,Togo,0.41,0.177,0.275,0.085,0.293,Sub-Saharan Africa
0.765,4.015,140,2019,India,0.588,0.2,0.755,0.085,0.498,South Asia
0.922,3.975,141,2019,Liberia,0.443,0.233,0.073,0.033,0.37,Sub-Saharan Africa
0.757,3.973,142,2019,Comoros,0.505,0.275,0.274,0.078,0.142,Sub-Saharan Africa
0.916,3.933,143,2019,Madagascar,0.555,0.169,0.274,0.041,0.148,Sub-Saharan Africa
1.169,3.802,144,2019,Lesotho,0.168,0.107,0.489,0.093,0.359,Sub-Saharan Africa
0.447,3.775,145,2019,Burundi,0.38,0.176,0.046,0.18,0.22,Sub-Saharan Africa
1.114,3.663,146,2019,Zimbabwe,0.433,0.151,0.366,0.089,0.361,Sub-Saharan Africa
0.688,3.597,147,2019,Haiti,0.449,0.419,0.323,0.11,0.026,Latin America and the Caribbean
1.145,3.488,148,2019,Botswana,0.538,0.025,1.041,0.1,0.455,Sub-Saharan Africa
0.378,3.462,149,2019,Syria,0.44,0.331,0.619,0.141,0.013,Middle East and North Africa
0.56,3.41,150,2019,Malawi,0.495,0.218,0.191,0.089,0.443,Sub-Saharan Africa
1.163,3.38,151,2019,Yemen,0.463,0.108,0.287,0.077,0.143,Middle East and North Africa
0.711,3.334,152,2019,Rwanda,0.614,0.217,0.359,0.411,0.555,Sub-Saharan Africa
0.885,3.231,153,2019,Tanzania,0.499,0.276,0.476,0.147,0.417,Sub-Saharan Africa
0.517,3.203,154,2019,Afghanistan,0.361,0.158,0.35,0.025,0.0,South Asia
0.0,3.083,155,2019,Central African Republic,0.105,0.235,0.026,0.035,0.225,Sub-Saharan Africa
0.575,2.853,156,2019,South Sudan,0.295,0.202,0.306,0.091,0.01,Sub-Saharan Africa
